id,price
0,2854.002169012106
1,5589.239667387249
2,9843.252938907874
3,4014.1949552988312
4,1597.5935040710708
5,6347.683734923645
6,4756.95976513207
7,4194.56689854327
8,5355.915113372175
9,15185.10692301502
10,4465.071978668168
11,754.987926116216
12,3111.457831926763
13,1580.0552665317007
14,2624.324283808715
15,1179.1143472553717
16,1473.0069302667437
17,3825.0137888070462
18,4118.204310236628
19,918.6133721305758
20,2052.630580537514
21,5294.900010678213
22,4000.118577356654
23,663.750253814589
24,16227.42915508892
25,1182.2152249968417
26,597.0919080460616
27,1000.6949085909386
28,1607.9342246264562
29,836.8014815291501
30,10486.471635086764
31,601.6507766725064
32,4036.9581552795926
33,676.0343781475002
34,628.1637375447008
35,2502.2531334315336
36,6221.45162683657
37,2753.148060482686
38,2773.1227361206443
39,710.6692431536123
40,522.826368502409
41,8972.455570720742
42,887.9740255557825
43,1856.6367838533995
44,10450.591978929793
45,2407.3422963746266
46,992.488017505336
47,766.829920662006
48,1216.3321816380692
49,2788.7376343843903
50,639.3862400063207
51,4606.776158222667
52,2926.128414884067
53,6810.412992734009
54,5555.478950733341
55,2247.461262173939
56,9359.606199098369
57,2354.3324207862825
58,4249.666446279977
59,2796.6187688025398
60,1269.7785906034392
61,525.8297598191137
62,6852.601932215021
63,969.7044764363611
64,8662.754003594875
65,17570.94896038429
66,862.5384559948867
67,11513.085212006776
68,5404.166616594127
69,9165.537490155575
70,496.2128631428573
71,691.097663644063
72,799.7071673918756
73,1199.3013699398336
74,5232.128772012063
75,1915.2330617998937
76,8580.751133944783
77,13834.268597786386
78,2876.296848343141
79,6416.202411233136
80,11006.907129738436
81,2044.564126054144
82,14639.295850377659
83,6645.054562934151
84,934.8770540804817
85,8105.737288547221
86,1031.716154066442
87,12974.557850921814
88,8911.471175865436
89,15158.208338889239
90,4913.201506604125
91,1240.9160009158156
92,955.3875306437822
93,839.5269913346008
94,13418.379769829056
95,500.4685572684457
96,14559.486486880314
97,15434.554162776965
98,12814.271088518137
99,617.6786743527132
100,2494.2512985795224
101,652.7220968508975
102,629.0696254769067
103,486.3864956734211
104,1134.6184570505025
105,1676.371805724769
106,1273.0748930567745
107,753.4600375408303
108,1163.119257231329
109,698.2677067351763
110,682.9274131666956
111,1007.009381890565
112,1885.4079281056004
113,1591.8666083942944
114,1393.4935647608504
115,5267.937977701069
116,5123.842744452263
117,15828.833055942294
118,554.3092442665758
119,15696.815500139286
120,1403.0227193489159
121,1639.4267666718595
122,1231.905882566462
123,564.0657886573083
124,639.8677811412141
125,1486.1298652274775
126,1144.102481569136
127,13210.883355194814
128,5450.0245391876415
129,5217.581976074799
130,6335.715961486772
131,3135.2897394309007
132,6666.885400609593
133,989.8153291142604
134,3584.0958535942937
135,1033.3278448211563
136,654.4485627530885
137,7408.816671605162
138,578.8614064784989
139,4287.303702694428
140,790.1412437643211
141,861.5616278709902
142,3506.2631985143844
143,3831.392396224727
144,694.7843643182342
145,6033.914387833129
146,16401.30904229906
147,5144.0279170644
148,2583.1107907069827
149,1876.4295437935118
150,2563.073127761261
151,1747.1067819295629
152,12366.228934322779
153,2785.6587014516
154,624.7386579971553
155,12981.503423428669
156,3326.834453753707
157,2870.3870849058376
158,3968.106087069348
159,906.2286569018981
160,7669.815346975919
161,9691.906426692418
162,699.6064830940029
163,639.1717470313491
164,5443.8441311961615
165,10911.151387260945
166,3087.676437738845
167,4637.109132633088
168,3374.9913101324755
169,11475.472073290923
170,731.0983467601669
171,1541.1630165590773
172,4757.723192004464
173,1990.6251661772783
174,6491.551553360472
175,1774.7210348920364
176,4361.125401106462
177,3468.570962363216
178,2622.3554880258334
179,3414.5922033472098
180,3506.363050721468
181,1608.6988478328167
182,950.9787433948266
183,1620.8127942588326
184,753.5072314888206
185,3901.6147029815497
186,936.9093047456425
187,886.1274454109034
188,508.0261267993433
189,1822.4665257996642
190,2327.1776344020327
191,754.4097575224604
192,792.2629775363564
193,6335.119397962553
194,4066.3631823714563
195,2427.34156152507
196,698.2677067351763
197,12981.011649298247
198,596.5915030360561
199,9227.64988896994
200,9984.29979209284
201,6263.185212456303
202,628.9824917242356
203,791.6204523700525
204,6302.052324193558
205,3695.7688401657783
206,653.6090551860949
207,3054.8732063121474
208,934.893910902716
209,8423.852766908572
210,2590.066744807664
211,7330.2212561646875
212,10871.711925714464
213,468.98727486934325
214,1316.6166329933556
215,883.855890104212
216,2672.907326215503
217,2439.0742400128415
218,801.4912925089976
219,1566.9295775803046
220,2245.4347823880676
221,2148.0358918897423
222,8946.988665435114
223,1129.8880046094125
224,1185.8323719280424
225,4387.1687185296905
226,3629.2648947545053
227,2058.2821840568763
228,6593.840641686273
229,1894.3471650499514
